,support,itemsets,length
9111,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'g_low', 'fro_low', 'R3'})",6
9112,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'g_low', 'fro_low', 'CH1', 'R3'})",6
9113,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'g_low', 'fro_low', 'CH1', 'R3'})",7
9114,0.0022727272727272726,"frozenset({'dp_low', 'g_low', 'fro_low', 'd_very_low', 'CH1'})",5
9115,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'g_low', 'fro_low', 'd_very_low'})",5
9116,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'g_low', 'fro_low', 'd_very_low', 'CH1'})",6
9117,0.0022727272727272726,"frozenset({'g_low', 'dp_low', 'fro_low', 'd_low'})",4
9118,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'fro_low', 'd_low'})",4
9119,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'd_low'})",4
9120,0.0022727272727272726,"frozenset({'CH1', 'dp_low', 'fro_low', 'd_low'})",4
9121,0.0022727272727272726,"frozenset({'d_low', 'dp_low', 'fro_low', 'R3'})",4
9122,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low'})",5
9123,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low'})",5
9124,0.0022727272727272726,"frozenset({'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1'})",5
9125,0.0022727272727272726,"frozenset({'dp_low', 'g_low', 'fro_low', 'd_low', 'R3'})",5
9126,0.0022727272727272726,"frozenset({'m_very_low', 'fre_very_low', 'dp_low', 'fro_low', 'd_low'})",5
9127,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'fro_low', 'd_low', 'CH1'})",5
9128,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'fro_low', 'd_low', 'R3'})",5
9129,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'd_low', 'CH1'})",5
9130,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'd_low', 'R3'})",5
9131,0.0022727272727272726,"frozenset({'dp_low', 'fro_low', 'd_low', 'CH1', 'R3'})",5
9132,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low'})",6
9133,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1'})",6
9134,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'R3'})",6
9135,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1'})",6
9136,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'R3'})",6
9137,0.0022727272727272726,"frozenset({'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1', 'R3'})",6
9138,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'fro_low', 'd_low', 'CH1'})",6
9139,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'fro_low', 'd_low', 'R3'})",6
9140,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'fro_low', 'd_low', 'CH1', 'R3'})",6
9141,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'd_low', 'CH1', 'R3'})",6
9142,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1'})",7
9143,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'R3'})",7
9144,0.0022727272727272726,"frozenset({'m_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1', 'R3'})",7
9145,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1', 'R3'})",7
9146,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'fro_low', 'd_low', 'CH1', 'R3'})",7
9147,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'dp_low', 'g_low', 'fro_low', 'd_low', 'CH1', 'R3'})",8
9148,0.004545454545454545,"frozenset({'g_high', 'dp_low', 'fro_low', 'R3'})",4
9149,0.0022727272727272726,"frozenset({'g_high', 'fre_very_low', 'dp_low', 'fro_low'})",4
9150,0.0022727272727272726,"frozenset({'g_high', 'CH1', 'dp_low', 'fro_low'})",4
9151,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'g_high', 'R3'})",5
9152,0.0022727272727272726,"frozenset({'dp_low', 'fro_low', 'g_high', 'CH1', 'R3'})",5
9153,0.0022727272727272726,"frozenset({'g_high', 'd_very_low', 'dp_low', 'fro_low'})",4
9154,0.0022727272727272726,"frozenset({'fre_very_low', 'd_very_low', 'dp_low', 'fro_low'})",4
9155,0.0022727272727272726,"frozenset({'d_very_low', 'dp_low', 'fro_low', 'R3'})",4
9156,0.0022727272727272726,"frozenset({'d_very_low', 'CH1', 'dp_low', 'fro_low'})",4
9157,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'g_high', 'd_very_low'})",5
9158,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'd_very_low', 'R3'})",5
9159,0.0022727272727272726,"frozenset({'dp_low', 'fro_low', 'g_high', 'd_very_low', 'R3'})",5
9160,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'g_high', 'd_very_low', 'R3'})",6
9161,0.0022727272727272726,"frozenset({'CH2', 'dp_low', 'fro_low', 'm_high'})",4
9162,0.0022727272727272726,"frozenset({'d_very_low', 'dp_low', 'fro_low', 'm_high'})",4
9163,0.0022727272727272726,"frozenset({'g_high', 'dp_low', 'fro_low', 'm_high'})",4
9164,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high'})",4
9165,0.0022727272727272726,"frozenset({'dp_low', 'R3', 'fro_low', 'm_high'})",4
9166,0.0022727272727272726,"frozenset({'dp_low', 'CH2', 'fro_low', 'm_high', 'd_very_low'})",5
9167,0.0022727272727272726,"frozenset({'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high'})",5
9168,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high'})",5
9169,0.0022727272727272726,"frozenset({'dp_low', 'CH2', 'fro_low', 'm_high', 'R3'})",5
9170,0.0022727272727272726,"frozenset({'dp_low', 'fro_low', 'm_high', 'g_high', 'd_very_low'})",5
9171,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high', 'd_very_low'})",5
9172,0.0022727272727272726,"frozenset({'dp_low', 'fro_low', 'm_high', 'd_very_low', 'R3'})",5
9173,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high', 'g_high'})",5
9174,0.0022727272727272726,"frozenset({'dp_low', 'fro_low', 'm_high', 'g_high', 'R3'})",5
9175,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high', 'R3'})",5
9176,0.0022727272727272726,"frozenset({'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high', 'd_very_low'})",6
9177,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high', 'd_very_low'})",6
9178,0.0022727272727272726,"frozenset({'dp_low', 'CH2', 'fro_low', 'm_high', 'd_very_low', 'R3'})",6
9179,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high'})",6
9180,0.0022727272727272726,"frozenset({'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high', 'R3'})",6
9181,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high', 'R3'})",6
9182,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high', 'g_high', 'd_very_low'})",6
9183,0.0022727272727272726,"frozenset({'dp_low', 'fro_low', 'm_high', 'g_high', 'd_very_low', 'R3'})",6
9184,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high', 'd_very_low', 'R3'})",6
9185,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high', 'g_high', 'R3'})",6
9186,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high', 'd_very_low'})",7
9187,0.0022727272727272726,"frozenset({'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high', 'd_very_low', 'R3'})",7
9188,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high', 'd_very_low', 'R3'})",7
9189,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high', 'R3'})",7
9190,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_low', 'm_high', 'g_high', 'd_very_low', 'R3'})",7
9191,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH2', 'fro_low', 'm_high', 'g_high', 'd_very_low', 'R3'})",8
9192,0.0022727272727272726,"frozenset({'m_low', 'dp_low', 'fro_low', 'g_medium'})",4
9193,0.0022727272727272726,"frozenset({'m_low', 'fre_very_low', 'dp_low', 'fro_low'})",4
9194,0.0022727272727272726,"frozenset({'m_low', 'CH1', 'dp_low', 'fro_low'})",4
9195,0.0022727272727272726,"frozenset({'m_low', 'dp_low', 'fro_low', 'R3'})",4
9196,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_low', 'g_medium'})",5
9197,0.0022727272727272726,"frozenset({'dp_low', 'g_medium', 'm_low', 'fro_low', 'CH1'})",5
9198,0.0022727272727272726,"frozenset({'dp_low', 'm_low', 'fro_low', 'g_medium', 'R3'})",5
9199,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_low', 'CH1'})",5
9200,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_low', 'R3'})",5
9201,0.0022727272727272726,"frozenset({'dp_low', 'm_low', 'fro_low', 'CH1', 'R3'})",5
9202,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'm_low', 'fro_low', 'CH1'})",6
9203,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_low', 'g_medium', 'R3'})",6
9204,0.0022727272727272726,"frozenset({'dp_low', 'm_low', 'fro_low', 'CH1', 'g_medium', 'R3'})",6
9205,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_low', 'CH1', 'R3'})",6
9206,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'm_low', 'fro_low', 'CH1', 'R3'})",7
9207,0.056818181818181816,"frozenset({'fro_very_low', 'dp_low', 'R3'})",3
9208,0.05,"frozenset({'fro_very_low', 'CH1', 'dp_low'})",3
9209,0.04090909090909091,"frozenset({'fro_very_low', 'CH1', 'dp_low', 'R3'})",4
9210,0.04772727272727273,"frozenset({'fre_very_low', 'dp_low', 'R3'})",3
9211,0.04090909090909091,"frozenset({'fro_very_low', 'fre_very_low', 'dp_low'})",3
9212,0.05,"frozenset({'fre_very_low', 'CH1', 'dp_low'})",3
9213,0.04090909090909091,"frozenset({'fre_very_low', 'CH1', 'dp_low', 'R3'})",4
9214,0.031818181818181815,"frozenset({'fro_very_low', 'fre_very_low', 'dp_low', 'R3'})",4
9215,0.03409090909090909,"frozenset({'fro_very_low', 'fre_very_low', 'CH1', 'dp_low'})",4
9216,0.02727272727272727,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'CH1', 'R3'})",5
9217,0.031818181818181815,"frozenset({'d_low', 'dp_low', 'R3'})",3
9218,0.022727272727272728,"frozenset({'fre_very_low', 'dp_low', 'd_low'})",3
9219,0.020454545454545454,"frozenset({'g_medium', 'dp_low', 'd_low'})",3
9220,0.020454545454545454,"frozenset({'fro_very_low', 'dp_low', 'd_low'})",3
9221,0.011363636363636364,"frozenset({'dp_low', 'm_medium', 'd_low'})",3
9222,0.025,"frozenset({'CH1', 'dp_low', 'd_low'})",3
9223,0.015909090909090907,"frozenset({'m_low', 'dp_low', 'd_low'})",3
9224,0.00909090909090909,"frozenset({'g_low', 'dp_low', 'd_low'})",3
9225,0.020454545454545454,"frozenset({'fre_very_low', 'd_low', 'dp_low', 'R3'})",4
9226,0.01818181818181818,"frozenset({'fre_very_low', 'CH1', 'dp_low', 'd_low'})",4
9227,0.015909090909090907,"frozenset({'fre_very_low', 'dp_low', 'd_low', 'CH1', 'R3'})",5
9228,0.01818181818181818,"frozenset({'g_medium', 'd_low', 'dp_low', 'R3'})",4
9229,0.013636363636363636,"frozenset({'g_medium', 'fre_very_low', 'dp_low', 'd_low'})",4
9230,0.013636363636363636,"frozenset({'g_medium', 'CH1', 'dp_low', 'd_low'})",4
9231,0.011363636363636364,"frozenset({'fre_very_low', 'dp_low', 'd_low', 'g_medium', 'R3'})",5
9232,0.011363636363636364,"frozenset({'fre_very_low', 'dp_low', 'CH1', 'd_low', 'g_medium'})",5
9233,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'd_low', 'CH1', 'R3'})",6
9234,0.011363636363636364,"frozenset({'dp_low', 'CH1', 'd_low', 'g_medium', 'R3'})",5
9235,0.01818181818181818,"frozenset({'fro_very_low', 'd_low', 'dp_low', 'R3'})",4
9236,0.015909090909090907,"frozenset({'fro_very_low', 'fre_very_low', 'dp_low', 'd_low'})",4
9237,0.013636363636363636,"frozenset({'fro_very_low', 'g_medium', 'dp_low', 'd_low'})",4
9238,0.011363636363636364,"frozenset({'fro_very_low', 'CH1', 'dp_low', 'd_low'})",4
9239,0.013636363636363636,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'd_low', 'R3'})",5
9240,0.011363636363636364,"frozenset({'dp_low', 'fro_very_low', 'd_low', 'g_medium', 'R3'})",5
9241,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'd_low', 'g_medium'})",5
9242,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'd_low', 'g_medium', 'R3'})",6
9243,0.011363636363636364,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'd_low', 'CH1'})",5
9244,0.00909090909090909,"frozenset({'dp_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",5
9245,0.006818181818181818,"frozenset({'dp_low', 'CH1', 'fro_very_low', 'd_low', 'g_medium'})",5
9246,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",6
9247,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'fro_very_low', 'd_low', 'CH1'})",6
9248,0.004545454545454545,"frozenset({'dp_low', 'g_medium', 'fro_very_low', 'd_low', 'CH1', 'R3'})",6
9249,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'fro_very_low', 'd_low', 'CH1', 'R3'})",7
9250,0.011363636363636364,"frozenset({'d_low', 'dp_low', 'm_medium', 'R3'})",4
9251,0.006818181818181818,"frozenset({'fro_very_low', 'dp_low', 'm_medium', 'd_low'})",4
9252,0.006818181818181818,"frozenset({'g_medium', 'dp_low', 'm_medium', 'd_low'})",4
9253,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'm_medium', 'd_low'})",4
9254,0.004545454545454545,"frozenset({'CH1', 'dp_low', 'm_medium', 'd_low'})",4
9255,0.006818181818181818,"frozenset({'dp_low', 'fro_very_low', 'd_low', 'm_medium', 'R3'})",5
9256,0.006818181818181818,"frozenset({'dp_low', 'm_medium', 'd_low', 'g_medium', 'R3'})",5
9257,0.004545454545454545,"frozenset({'dp_low', 'm_medium', 'fro_very_low', 'd_low', 'g_medium'})",5
9258,0.004545454545454545,"frozenset({'dp_low', 'm_medium', 'fro_very_low', 'd_low', 'g_medium', 'R3'})",6
9259,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'd_low', 'm_medium', 'R3'})",5
9260,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'd_low', 'm_medium'})",5
9261,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_medium', 'd_low', 'CH1'})",5
9262,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_medium', 'd_low', 'g_medium'})",5
9263,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'fro_very_low', 'd_low', 'm_medium', 'R3'})",6
9264,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_medium', 'd_low', 'CH1', 'R3'})",6
9265,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_medium', 'CH1', 'd_low', 'g_medium'})",6
9266,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_medium', 'd_low', 'g_medium', 'R3'})",6
9267,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'm_medium', 'g_medium', 'd_low', 'CH1', 'R3'})",7
9268,0.004545454545454545,"frozenset({'dp_low', 'm_medium', 'd_low', 'CH1', 'R3'})",5
9269,0.0022727272727272726,"frozenset({'dp_low', 'm_medium', 'CH1', 'd_low', 'g_medium'})",5
9270,0.0022727272727272726,"frozenset({'dp_low', 'm_medium', 'CH1', 'd_low', 'g_medium', 'R3'})",6
9271,0.022727272727272728,"frozenset({'d_low', 'CH1', 'dp_low', 'R3'})",4
9272,0.015909090909090907,"frozenset({'m_low', 'CH1', 'dp_low', 'd_low'})",4
9273,0.013636363636363636,"frozenset({'m_low', 'd_low', 'dp_low', 'R3'})",4
9274,0.011363636363636364,"frozenset({'m_low', 'fro_very_low', 'dp_low', 'd_low'})",4
9275,0.011363636363636364,"frozenset({'m_low', 'fre_very_low', 'dp_low', 'd_low'})",4
9276,0.00909090909090909,"frozenset({'m_low', 'g_medium', 'dp_low', 'd_low'})",4
9277,0.013636363636363636,"frozenset({'dp_low', 'm_low', 'd_low', 'CH1', 'R3'})",5
9278,0.011363636363636364,"frozenset({'dp_low', 'm_low', 'fro_very_low', 'd_low', 'CH1'})",5
9279,0.00909090909090909,"frozenset({'dp_low', 'm_low', 'fro_very_low', 'd_low', 'R3'})",5
9280,0.00909090909090909,"frozenset({'dp_low', 'm_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",6
9281,0.011363636363636364,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_very_low', 'd_low'})",5
9282,0.011363636363636364,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'd_low', 'CH1'})",5
9283,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'd_low', 'R3'})",5
9284,0.011363636363636364,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_very_low', 'd_low', 'CH1'})",6
9285,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_very_low', 'd_low', 'R3'})",6
9286,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'd_low', 'CH1', 'R3'})",6
9287,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",7
9288,0.00909090909090909,"frozenset({'dp_low', 'm_low', 'CH1', 'd_low', 'g_medium'})",5
9289,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'd_low', 'g_medium'})",5
9290,0.006818181818181818,"frozenset({'dp_low', 'm_low', 'fro_very_low', 'd_low', 'g_medium'})",5
9291,0.006818181818181818,"frozenset({'dp_low', 'm_low', 'd_low', 'g_medium', 'R3'})",5
9292,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'CH1', 'd_low', 'g_medium'})",6
9293,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_very_low', 'd_low', 'g_medium'})",6
9294,0.006818181818181818,"frozenset({'dp_low', 'm_low', 'CH1', 'fro_very_low', 'd_low', 'g_medium'})",6
9295,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'm_low', 'fro_very_low', 'd_low', 'CH1'})",7
9296,0.006818181818181818,"frozenset({'dp_low', 'm_low', 'CH1', 'd_low', 'g_medium', 'R3'})",6
9297,0.004545454545454545,"frozenset({'dp_low', 'm_low', 'fro_very_low', 'd_low', 'g_medium', 'R3'})",6
9298,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'd_low', 'g_medium', 'R3'})",6
9299,0.004545454545454545,"frozenset({'dp_low', 'g_medium', 'm_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",7
9300,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'm_low', 'd_low', 'CH1', 'R3'})",7
9301,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'm_low', 'fro_very_low', 'd_low', 'g_medium', 'R3'})",7
9302,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'm_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",8
9303,0.00909090909090909,"frozenset({'g_low', 'CH1', 'dp_low', 'd_low'})",4
9304,0.00909090909090909,"frozenset({'g_low', 'd_low', 'dp_low', 'R3'})",4
9305,0.006818181818181818,"frozenset({'g_low', 'fre_very_low', 'dp_low', 'd_low'})",4
9306,0.004545454545454545,"frozenset({'m_low', 'g_low', 'dp_low', 'd_low'})",4
9307,0.004545454545454545,"frozenset({'fro_very_low', 'g_low', 'dp_low', 'd_low'})",4
9308,0.0022727272727272726,"frozenset({'g_low', 'dp_low', 'm_medium', 'd_low'})",4
9309,0.00909090909090909,"frozenset({'dp_low', 'g_low', 'd_low', 'CH1', 'R3'})",5
9310,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'd_low', 'R3'})",5
9311,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'd_low', 'CH1'})",5
9312,0.006818181818181818,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'd_low', 'CH1', 'R3'})",6
9313,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'd_low'})",5
9314,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'm_low', 'd_low', 'R3'})",5
9315,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'm_low', 'd_low', 'CH1'})",5
9316,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'd_low', 'R3'})",6
9317,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'd_low', 'CH1'})",6
9318,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'm_low', 'd_low', 'CH1', 'R3'})",6
9319,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'd_low', 'CH1', 'R3'})",7
9320,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low'})",5
9321,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_very_low', 'd_low'})",5
9322,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'fro_very_low', 'd_low', 'R3'})",5
9323,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'fro_very_low', 'd_low', 'CH1'})",5
9324,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low'})",6
9325,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low', 'R3'})",6
9326,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low', 'CH1'})",6
9327,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_very_low', 'd_low', 'R3'})",6
9328,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_very_low', 'd_low', 'CH1'})",6
9329,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",6
9330,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low', 'R3'})",7
9331,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low', 'CH1'})",7
9332,0.004545454545454545,"frozenset({'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",7
9333,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",7
9334,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_low', 'm_low', 'fro_very_low', 'd_low', 'CH1', 'R3'})",8
9335,0.0022727272727272726,"frozenset({'dp_low', 'g_low', 'd_low', 'm_medium', 'R3'})",5
9336,0.0022727272727272726,"frozenset({'dp_low', 'm_medium', 'g_low', 'd_low', 'CH1'})",5
9337,0.0022727272727272726,"frozenset({'dp_low', 'm_medium', 'g_low', 'd_low', 'CH1', 'R3'})",6
9338,0.013636363636363636,"frozenset({'fre_very_low', 'dp_low', 'm_high'})",3
9339,0.00909090909090909,"frozenset({'dp_low', 'R3', 'm_high'})",3
9340,0.006818181818181818,"frozenset({'g_medium', 'dp_low', 'm_high'})",3
9341,0.006818181818181818,"frozenset({'fro_very_low', 'dp_low', 'm_high'})",3
9342,0.004545454545454545,"frozenset({'CH2', 'dp_low', 'm_high'})",3
9343,0.004545454545454545,"frozenset({'d_low', 'dp_low', 'm_high'})",3
9344,0.006818181818181818,"frozenset({'d_very_low', 'dp_low', 'm_high'})",3
9345,0.004545454545454545,"frozenset({'g_high', 'dp_low', 'm_high'})",3
9346,0.011363636363636364,"frozenset({'CH1', 'dp_low', 'm_high'})",3
9347,0.004545454545454545,"frozenset({'g_low', 'dp_low', 'm_high'})",3
9348,0.004545454545454545,"frozenset({'fro_medium', 'dp_low', 'm_high'})",3
9349,0.00909090909090909,"frozenset({'fre_very_low', 'dp_low', 'R3', 'm_high'})",4
9350,0.004545454545454545,"frozenset({'CH1', 'dp_low', 'R3', 'm_high'})",4
9351,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'm_high', 'CH1', 'R3'})",5
9352,0.006818181818181818,"frozenset({'g_medium', 'fre_very_low', 'dp_low', 'm_high'})",4
9353,0.004545454545454545,"frozenset({'g_medium', 'dp_low', 'R3', 'm_high'})",4
9354,0.004545454545454545,"frozenset({'g_medium', 'CH1', 'dp_low', 'm_high'})",4
9355,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'm_high', 'g_medium', 'R3'})",5
9356,0.0022727272727272726,"frozenset({'dp_low', 'CH1', 'm_high', 'g_medium', 'R3'})",5
9357,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_low', 'CH1', 'm_high', 'g_medium', 'R3'})",6
9358,0.004545454545454545,"frozenset({'fre_very_low', 'dp_low', 'g_medium', 'm_high', 'CH1'})",5
9359,0.006818181818181818,"frozenset({'fro_very_low', 'fre_very_low', 'dp_low', 'm_high'})",4
9360,0.004545454545454545,"frozenset({'fro_very_low', 'dp_low', 'R3', 'm_high'})",4
9361,0.0022727272727272726,"frozenset({'fro_very_low', 'g_medium', 'dp_low', 'm_high'})",4
